1	0
41.975456	-87.71409
41.65473022	-87.60223026
41.80121366	-87.72649071
41.88927215	-87.76571187
41.9531739	-87.77938682
41.74671722	-87.58539659
41.80838442	-87.67756964
41.72118051	-87.67194646
41.97168195	-87.66073027
41.80584031	-87.58934182
41.73231676	-87.65723452
41.81513879	-87.70265432
41.9127224	-87.6805873
41.98457226	-87.69773449
41.81550568	-87.64250101
41.82842687	-87.62640222
41.78180788	-87.70326162
41.85412074	-87.63195792
41.77678206	-87.78181979
41.78037301	-87.60715724
41.83228703	-87.64648501
41.8943707	-87.7064607
41.86450076	-87.70968549
41.943308	-87.817497
41.99697088	-87.76204789
41.990996	-87.660757
41.79369723	-87.69404645
41.79298666	-87.78013326
41.7623	-87.6005
41.80743298	-87.62273982
41.87629985	-87.6281928
41.65917887	-87.54824133
41.910328	-87.705427
41.95390372	-87.71694255
41.96759739	-87.76155426
41.71326176	-87.56549207
41.78217163	-87.63740787
41.8318014	-87.61776067
41.87933866	-87.72556035
41.9403136	-87.67075771
41.92559169	-87.65811325
41.8495331	-87.7051215
41.9250521	-87.70339411
41.85752201	-87.66093712
41.8811857	-87.67914211
41.96835446	-87.7381619
41.8304475	-87.67339165
41.94008421	-87.64614323
41.6929191	-87.70103789
41.90386939	-87.6364898
41.9094292	-87.76879899
41.91004242	-87.73392609
41.99833903	-87.69965005
41.97796114	-87.81320911
41.93877675	-87.75449294
41.69440641	-87.61826066
41.99191752	-87.7983019
42.00670764	-87.67340767
41.74936168	-87.72439558
41.79527942	-87.65492072
41.73057483	-87.54980694
41.76155536	-87.56208364
41.96240358	-87.68441685
41.75780175	-87.65398155
41.84205367	-87.72496884
41.95844521	-87.65351012
41.70302748	-87.53350318
41.69244169	-87.67413287
41.89758435	-87.62314877
41.93666212	-87.78589145
41.89504651	-87.74732954
41.77933436	-87.66812159
41.77866222	-87.72353857
41.67785087	-87.64299968
41.89575219	-87.66826659
41.75106361	-87.61495065
41.72093481	-87.64309395
41.738324	-87.70213011
